companyName,company_reviews,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url
Google,4.5,"Software Engineering Intern, 2023",Singapore,"
Currently pursuing a Bachelor's, Master's or PhD degree in Computer Science, or a related technical field.
 Experience with coding in C, C++, Java, JavaScript, Python, or another relevant programming language. Experience working in Unix/Linux environments. Experience with data structures, algorithms, and software design. 
Ability to work on projects related to mobile development, distributed and parallel systems, machine learning, information retrieval, natural language processing, networking, developing large software systems, and/or security software development. Ability to showcase tech projects and participate in computer science-related extracurricular activities. Specific responsibilities vary by project area.
",https://www.glassdoor.com/partner/jobListing.htm?pos=315&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_f1b89c63&cb=1661965494493&jobListingId=1008074239906&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-a84f5f671d5b2ac9-
INTENSECOMP PTE. LTD.,NA,Software Engineer,Remote,Dental insurance Flexible schedule Professional development Work from home Monday to Friday 13th month salary Performance bonus Yearly bonus Software Programming: 1 year (Preferred) 50% (Required),https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_67fa3dc2&cb=1661965494494&jobListingId=1008010242891&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-cd8a37fc96a1abe9-
Namespace Labs,5.0,Software Engineer: Control Plane,Remote,"
Be responsible for designing and implementing key APIs of the Namespace platform (both internal and externally facing). 
Operate across multiple layers of our stack, whether interfacing with the underlying container and virtualization infrastructure or with our frontends. 
Collaborate closely with product and engineering across the company. 
Directly contribute to the product roadmap, together with the rest of the team, and be empowered to drive key product and technical design decisions. 
Previously worked with Go, and/or in other distributed control planes (e.g. Kubernetes control plane, Kubernetes controllers, Envoy, etc). 
Have experience with load balancing, ingress and egress network policies, HTTP and/or gRPC. 
Have set up and operated logging aggregation and metrics across multiple services. 
Ponder what the right verbs and nouns that an API should make use of are. 
Are energized about the idea of jumping into different machines and containers to debug a hard-to-understand pattern or bug. 
You can concisely describe your ideas in written form, and quickly put together proofs of concept. 
Excel in a work environment that is mostly asynchronous (writing, messaging, videos). 
Have a passion for infrastructure, and keep yourself up to date with advances in the industry. 
Thrive in ambiguity and can charter your own path. 
You’re energized to learn and apply new technologies and skills. 
Feel a sense of responsibility to bring the most value possible to users. 
Industry-competitive salary (we’re happy to share the details with you early on). 
Equity package with friendly terms intended to become life-changing for early team members. 
Fully remote with flexible hours wherever you call home, although we ask that your workday overlaps at least four hours with CET. Equipment budget for your home office. 
25 days PTO, health benefits, and pension account with full employer match. 
We pride ourselves in being a small team that can achieve beyond what’s usually expected for our numbers. 
We balance our long-term vision with short-term pragmatism. 
We believe in being fully transparent internally on how decisions are made, on how the company is doing, and we use that information to drive our decisions.",https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_523abb58&cb=1661965494497&jobListingId=1008089399519&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-7e569212c7bc8de7-
Adstify Search Pte Ltd,4.6,Software Engineer,Singapore,"Develop and deploy software systems that iteratively deliver business value across both back-end and front-end Derive and implement non-functional requirements based on interactions with the product and business elements Establish best practices for developing processes, technologies, coding practices and architectures Maintain a DevOps culture and an Agile product development mindset in the technical team Write and maintain unit tests to ensure robustness of the product Debug and fix code based on customer incident reports and on errors found through internal testing Assist in maintaining software infrastructure and ensure optimal availability of products / services Assist in maintaining and upgrading the software architecture as new services are added to ensure ease of long-term development 2-6 years of experience in frontend and backend programming development Experienced in using an Agile methodology / operating with a DevOps culture Strong analytical mindset, attention to details, and critical thinking; entrepreneurial and solution-oriented Strong team player with good communication and leadership skills Experience in software architecture design and software infrastructure is a plus Experience with high scalability SaaS systems built with microservices is a plus Monday to Friday",https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ac4f7a11&cb=1661965494493&jobListingId=1008080268269&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-7856c42a646dd273-
HASHSTACS PTE. LTD.,4.1,Frontend Software Engineer (Remote),Singapore,B.S. or M.S. in Computer Science or equivalent degree or experience UX Design experience Relevant work experience with React.js and web applications Experience with 1 or more cloud platforms (AWS is a plus) Parental leave Work from home Monday to Friday Performance bonus Bachelor's or equivalent (Preferred) software engineering: 2 years (Preferred),https://www.glassdoor.com/partner/jobListing.htm?pos=308&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b3f69993&cb=1661965494493&jobListingId=1008087213212&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-7f7e409536cdbc5b-
Bosch Group,4.2,Software- / Cloud Engineer - Internship,Singapore,"Assist architects in developing solutions to complex technical problems Assists with research and complies project related data as required by the product team Responsible for scoping, configuring and documenting POC (proof of concepts) Technical evaluation of technology stacks Involve in development, deployment, testing and calibrating of prototypes Schedule and coordinate meetings and other activities 
Study B.S/M.S in Informatics/Software Engineering. Good knowledge of software development in one of the following languages Java, .NET,C/C++ Knowledge of infrastructure-as-a-service platforms (e.g. Amazon AWS, Microsoft Azure) Knowledge of Git and corresponding repository management services (e.g. GitHub or BitBucket, etc.) Self-starter/own initiative, team-oriented approach with enthusiasm and persistency",https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cb14f2bc&cb=1661965494493&jobListingId=1008087513400&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-280d0e7d6dc7114d-
AC P. COMPUTER TRAINING & CONSULTANCY PTE LTD,4.0,Software Quality Engineer (GovTech 070722),Singapore,"Create and maintain test cases, test plans ensuring that they are up to date withrequirements and policy changes Create, maintain and improve the automated test framework and test environments Conduct testing on new features and file defects Participate in all agile ceremonies Degree in software engineering, computer engineering, electrical engineering orinfocomm-related discipline. At least three years of professional software quality testing experience with hands-onautomation Strong understanding of testing techniques Strong understanding of test-driven development, continuous integration and continuousdelivery Experience with various testing tools will be an added advantage: Experience with open source automated testing frameworks ( i.e. Robot, Appium, Selenium ) or Enterprise level testing tools (e.g. HP Mobile Center, HP UFT, HP QC, Sprinter) Experience with open source performance testing tools ( i.e. JMeter, Gatling, Locust) or enterprise level testing tools (HP LoadRunner) Experience with open source penetration testing tools (ZAP, Burp Suite, SQL Map) orenterprise level penetration testing tools (HP WebInspect, Nessus, CheckMarx) Working experience in Agile environment will be an added advantage Excellent verbal communication and listening skills Proactive, self-driven and motivated Monday to Friday",https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b2e86681&cb=1661965494494&jobListingId=1008104569884&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-918e879305f94524-
SEARCH INDEX PTE. LTD.,5.0,Software Engineer (Entry Level Welcome / MNC),Singapore,"Attractive Bonuses 5-day Work Week Training will be provided 
Responsible for Software Development Life Cycle (SDLC); gather IT project requirements, design & development of software till operations & maintenance stage 
Making sure all project milestones are met/exceeded 
Training of end-users on how to use completed software. 
At least a Diploma in computer science/IT or related certifications 
Great communication & presentation skills. 
Those with more experience will be considered for senior roles. 
Reasons for leaving each past & current employment 
Salary drawn for each past & current employment 
Expected Salary 
Earliest availability date",https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_3ced00ff&cb=1661965494498&jobListingId=1007830690199&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-a0af051d468805a3-
Anotech Singapore,3.9,Software Test Engineer (Junior),Singapore,Monday to Friday,https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5f851e5a&cb=1661965494494&jobListingId=1008094953479&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-d7313eff1fb1181e-
Mastercard,4.3,Software Engineer,Singapore,"Are you passionate about software engineering? Do you enjoy seeing your code have real-world impact on a wide range of customers and important problems? Do you want to join a company that offers a competitive benefits program that attracts and retains the most talented engineers around the world? Do you want to work for a company that offers additional benefits that match our values such as flexible work hours, paid volunteer days, charitable matching, and tuition assistance? Do you thrive in a place where you are continuously learning more while growing your skills and career? Do you want to join an inclusive culture where employees, in all their diversity, feel valued, respected, and who can bring their authentic selves to work? Learn more at Mastercard’s Corporate Sustainability Report. A hands-on engineer who writes high-quality code with a focus on security, design, and maintainability. Contribute to all phases of software development from design through rollout. Have strong ownership of your team’s software including monitoring, dependencies, build, and deployments. Communicate, collaborate and work effectively in a global environment. Currently enrolled in your final year of a bachelor’s or accelerated master’s program Strong foundation in algorithms, data structures, and core computer science concepts. Proficiency in one or more general-purpose programming languages such as Java, JavaScript, C#, Python, etc. Strong written and verbal English communication skills. Strong analytical and excellent problem-solving skills. 
Abide by Mastercard’s security policies and practices; 
Ensure the confidentiality and integrity of the information being accessed; 
Report any suspected information security violation or breach, and 
Complete all periodic mandatory security trainings in accordance with Mastercard’s guidelines.",https://www.glassdoor.com/partner/jobListing.htm?pos=303&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_22c0b056&cb=1661965494492&jobListingId=1008056288919&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-fe1ce0b32e6137c1-
JD Recruitment Pte Ltd,NA,Software Engineer,Singapore,"Software development, modeling, simulation, testing, and quality assurance. Analysis of user requirements, software, and code. Completing systems risk and reliability analysis. Monitoring systems performance. Perform maintenance and software integrations for existing systems. Application development for the full lifecycle of software. Identify and assess new technologies prior to implementation. Creating technical specifications. Minimum Diploma in Software Engineering with 3 years of relevant experiences Familiarity with more than 1 programming languages Good analytical and problem-solving skills Day shift Monday to Friday",https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f2eed896&cb=1661965494498&jobListingId=1008101149788&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-b1151742af03fc4a-
Gigacover Philippines Inc,NA,Software Developer / Software Engineer (Remote),Singapore,"Python Golang ReactJS NextJS Postgres / MongoDB Maintaining a deep understanding of Gigacover’s business regionally Developing specific client and supplier API integrations Building and maintaining TechOps tools to optimize operations with automation Coordination and communication with product managers and the core engineering team. Developing and maintaining our data pipelines, which includes collections, storage, cleaning, joining and visualization of data, across both Singapore and Indonesia (and any additional future countries) Working with big data technologies to manage our data growth. Developing and maintaining reporting scripts and tables as part of visualization requirements for business growth and reporting. Working with machine learning consultants and supporting machine learning projects from an engineering perspective. Any other reasonable responsibilities relating to data engineering and machine learning. Have a Bachelor’s degree in Computer Science or similar discipline At least 2 - 3 years experience in Software Engineer Python Unix Postgres (or other SQL based database) Javascript Be able to appreciate business logic and user experience You will work closely with Gigacover Philippines engineering and product team Create real impact with your code and architecture Competitive base salary, bonuses and equity. Work from home set-up, with option to use the Gigacover Office in Makati",https://www.glassdoor.com/partner/jobListing.htm?pos=304&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_b4ed9e90&cb=1661965494492&jobListingId=1008102865113&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-c252ede1de619b74-
Indeed,4.4,Software Development Engineer in Test III - Job Seeker,Singapore,"Your Job
A Software Development Engineer in Test (SDET) at Indeed is a developer with the primary responsibility of building the infrastructure and tooling support to enable SWEs to write test automation. It is a unique and challenging role, and provides immense opportunity to design and develop wide-reaching frameworks and design patterns to enable high velocity code delivery.
Being part of the ACME team you’ll be writing code that automatically verifies the quality of the product. You will be involved in bringing the product from development all the way to production by enhancing, maintaining, and building supportable pipeline enhancements to enable push on green delivery, migrating projects to AWS. This entails creating testing Services/Tools/WebApps that enable others to offer similar support. Drive the strategy for testability of the product with understanding of customer usage models in real-world environments.
SDETs at Indeed are highly skilled engineers who are able to debug code, automate repetitive tasks, and implement/improve tools and frameworks needed to streamline our testing processes. Each SDET has a home base within a development group. Each development group is responsible for one or more products. Being a member of their home team allows SDETS to work directly with other product teams and cross functional roles to understand project features, review technical designs, and implement automated solutions to deliver quality features with efficiency. The potential for impact across the larger technology organization is quite expansive.

At Indeed, we highly value employee career development. SDETs have a clear career path trajectory that can follow technical and managerial paths of growth. Being a key member of a development team as an SDET also provides ample opportunity to grow into different roles throughout the team (such as Software Development Engineer). Cross organizational transfers to work on different projects and technology stacks is also supported and encouraged.
Who You Are
Required Qualifications:
Bachelor’s Degree or Master's degree with 5+ years of experience as Developer or SDET (Senior QA Automation / Lead).
Strong ability to write effective code utilizing some of the following technologies (Javascript/TS, Java, Spring, Web Services, HTML, XML, AJAX, Microservices, SOA, REST, JSON)
Experience working with AWS, Terraform/CloudFormation
Effective communication across functions to identify tooling needs, automation gaps, and reduce toil in the development process.
Strong experience with Agile development incorporating Continuous Integration and Continuous Delivery, utilizing technologies/providers such as Gitlab or Github, Jenkins, Datadog
Debug code, solve complex problems related to efficiency and performance of our software with appropriate production monitoring

Design and Implement new tools, scalable automated test frameworks working across technologies
Strong experience in building development and monitoring tools as an essential part of production system

Mentoring with detailed source code reviews along with technical guidance to overall architecture and design
Strong organizational skills, prioritization and deliverables/results
Able to deal well with ambiguous/undefined problems; ability to think abstractly.
Preferred Qualifications:

Knowledge of functional programming
Docker, Kubernetes, Kafka, RabbitMQ experience

Strong understanding of computer science fundamentals, algorithm design and data structures
Experience in Object Oriented Analysis, Design(OOAD) and development of software using UML Methodology, good knowledge of design patterns
Effectively articulate any technical challenges and undefined problems

Provide innovative solutions related to new tooling and frameworks

Delivering highly customized test assets with mix of tools and techniques to provide a great user experience

Striving for Product scalability, reliability, consistency and performance in Production
AWS Certification
Who we are
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.
Our Mission
As the world’s number 1 job site*, our mission is to help people get jobs. We strive to cultivate an inclusive and accessible workplace where all people feel comfortable being themselves. We're looking to grow our teams with more people who share our enthusiasm for innovation and creating the best experience for job seekers.
(*comScore Total Visits, September 2021)
Salary Range Disclaimer
The base salary range represents the low and high end of the Indeed salary range for this position. Actual salaries will vary depending on factors including but not limited to location, experience, and performance. The range listed is just one component of Indeed's total compensation package for employees. Other rewards may include quarterly bonuses, Restricted Stock Units (RSUs), an open Paid Time Off policy, and many region-specific benefits.
Salary Range Transparency
Tokyo 16,330,000 - 23,670,000 JPY per year
Equal Opportunities and Accommodations Statement
Indeed is deeply committed to creating a workplace and global community where inclusion is not only valued, but prioritized. We’re proud to be an equal opportunity employer, seeking to create a welcoming and diverse environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender identity or expression, family status, marital status, sexual orientation, national origin, genetics, neurodiversity, disability, age, or any other non-merit based or legally protected grounds.

Indeed is committed to providing reasonable accommodations to qualified individuals with disabilities in the employment application process. To request an accommodation, please contact Talent Attraction Help at +81 3 4563 2563, or by email at TAhelp@indeed.com at least one week in advance of your interview.
Our Policies and Benefits
View Indeed's Applicant Privacy and Accessibility Policies - https://www.indeed.com/legal/indeed-jobs
Learn about our global employee perks, programs and benefits - https://benefits.indeed.jobs/
Reference ID: 41777Show more ",https://www.glassdoor.com/partner/jobListing.htm?pos=309&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_cb7bcfb2&cb=1661965494493&jobListingId=1008104967924&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-2910814e487c588b-
A2000 Solutions Pte Ltd,3.1,Software Engineer,Singapore,"Design, develop and deploy business software applications (ASP.NET/C#) Systems analysis and integration of multi-solutions with our ERP suite Developing systems; complying with specifications and quality Develop, optimize and enhance in-house ERP system Degree in Computer-related field and/or 4 years equivalent work experience Experience in software application design and development Good knowledge in ERP/Business applications will be advantageous Good knowledge in architecture and system designs Good object-oriented system design skills; knowledge in UML tool Good presentation/communication skills in English Strong customer service orientation with attention to details",https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_72c8c66f&cb=1661965494498&jobListingId=1008105835758&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-2de1436cc1d7d1dc-
Anradus Pte Ltd,5.0,Software Engineer #52073,Singapore,"Industry/ Organization Type: Manufacturing/ Production Position Title: Software Engineer Working Location: Kallang Working Hours: 5 days (Monday to Friday, 9AM to 6PM) Salary Package: Basic Salary + AWS + Variable Bonus + Medical Benefits Salary Range: $2,800 - $5,000 Duration: 1 year contract (Convertible to Permanent Role) Maintain, improve, design & develop application software for car parking management systems Communicate with design, product and related personnel to ensure product quality and development progress Maintain and optimize product performance and improve user experience Diploma/ Degree in Computer/IT/Electronics 1-2 years experience in database and software development Familiar with Node JS, React JS, MSSQL, VB.Net Candidates without experience are welcome. Training will be provided. Submit your application by clicking the APPLY button; Email your resume to Job(at)anradus.com.sg. Please indicate #52073 on the email subject. identity to work without a sponsor(if no,we need apply pass) (Preferred)",https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0b045fcb&cb=1661965494493&jobListingId=1008098750946&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-31f53252bf9a56ad-
Dell Technologies,4.3,Software Engineer (Fresh Grads),Singapore,"
Design, Develop, Deploy and Maintain software solutions that contribute to the next generation Edge Technology 
Develop distributed, scalable and real-time low-latency solutions in an agile delivery method 
Apply your knowledge of Computer Science Engineering to solve real world software engineering problems 
Currently enrolled/completed – Bachelor’s or Master’s degree in Computer Science or related field 
Proficiency in one or more of the programming languages Golang, Python, C++ and Java 
Good understanding of Data Structures and Algorithms 
Excellent analytical and problem-solving skills 
Domain knowledge in one or more areas – IoT / Edge Computing / Linux Kernel / Firmware 
Experience working in Unix/Linux environments",https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_df92c581&cb=1661965494492&jobListingId=1008096208951&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-95c469bc47ac8781-
